anime_id,title,format,episodes,duration,status,genres,average_score,popularity,studios
1,Cowboy Bebop,TV,26,24,FINISHED,"Action, Adventure, Drama, Sci-Fi",86,431372,"Sunrise, Bandai Visual, Bandai Entertainment"
6,Trigun,TV,26,24,FINISHED,"Action, Adventure, Comedy, Drama, Sci-Fi",80,156955,"MADHOUSE, Nippon Victor, Arts Pro, Funimation"
16,Honey and Clover,TV,24,23,FINISHED,"Comedy, Drama, Romance, Slice of Life",76,55583,"J.C.STAFF, Nomad, Genco, Viz Media, Asmik Ace, Dentsu, Discotek, Fuji TV"
19,Monster,TV,74,24,FINISHED,"Drama, Horror, Mystery, Psychological, Thriller",88,304626,"MADHOUSE, VAP, Viz Media, Nippon Television Network"
45,Rurouni Kenshin,TV,94,25,FINISHED,"Action, Adventure, Comedy, Drama, Romance",79,84631,"Studio Gallop, Studio DEEN, SME Visual Works, Fuji TV, Media Blasters, Aniplex of America"
245,GTO: Great Teacher Onizuka,TV,43,25,FINISHED,"Comedy, Drama, Slice of Life",84,160965,"Studio Pierrot, Discotek, Aniplex"
270,Hellsing,TV,13,23,FINISHED,"Action, Horror, Supernatural",72,131288,"GONZO, Funimation, Pioneer LDC"
457,MUSHI-SHI,TV,26,25,FINISHED,"Adventure, Fantasy, Mystery, Psychological, Slice of Life, Supernatural",85,179778,"Artland, Marvelous Entertainment, Funimation, Delfi Sound"
777,Hellsing Ultimate,OVA,10,50,FINISHED,"Action, Horror, Supernatural",81,168968,"MADHOUSE, NBCUniversal Entertainment Japan, Satelight, Funimation, StudioRF Inc., Graphinica"
853,Ouran High School Host Club,TV,26,24,FINISHED,"Comedy, Drama, Romance, Slice of Life",80,237930,"bones, VAP, Nomad, Funimation, Nippon Television Network, Hakusensha"
918,Gintama,TV,201,25,FINISHED,"Action, Comedy, Drama, Sci-Fi",85,271934,"Sunrise, TV Tokyo, Aniplex, Dentsu, Trinity Sound, Audio Highs, Miracle Robo"
934,When They Cry,TV,26,24,FINISHED,"Horror, Mystery, Psychological, Supernatural, Thriller",75,166345,"Studio DEEN, Frontier Works, Sotsu, DAX Production, Sentai Filmworks"
1887,Lucky☆Star,TV,24,24,FINISHED,"Comedy, Slice of Life",75,134906,"Kyoto Animation, Lantis, Rakuonsha, Lucky Paradise, Funimation"
2001,Gurren Lagann,TV,27,24,FINISHED,"Action, Comedy, Drama, Mecha, Romance, Sci-Fi",85,344930,"Gainax, Aniplex, Konami, Half H.P Studio, Bandai, Bandai Entertainment, Aniplex of America"
2251,Baccano!,TV,13,25,FINISHED,"Action, Mystery, Supernatural",81,179924,"Aniplex, Brain's Base, Aniplex of America, Sakura Create, Happinet Pictures"
2593,the Garden of sinners Chapter 1: Thanatos. (Overlooking View),MOVIE,1,50,FINISHED,"Action, Mystery, Supernatural, Thriller",73,105041,"Aniplex, ufotable, Kodansha, Aniplex of America, Notes"
2924,ef ~ A Tale of Memories,TV,12,24,FINISHED,"Drama, Mystery, Psychological, Romance",75,47305,"Shaft, Rondo Robe, Sentai Filmworks, NBCUniversal Entertainment Japan"
2966,Spice and Wolf,TV,13,24,FINISHED,"Adventure, Fantasy, Romance, Slice of Life",80,169982,"Imagin, Funimation, Kadokawa Pictures Japan, Victor Entertainment, Pony Canyon, Movic"
4654,A Certain Magical Index,TV,24,23,FINISHED,"Action, Sci-Fi, Supernatural",70,177649,"J.C.STAFF, NBCUniversal Entertainment Japan, Square Enix, Funimation, AT-X, ASCII Media Works, Kadokawa Contents Gate"
6033,Dragon Ball Z Kai,TV,97,23,FINISHED,"Action, Adventure, Comedy",76,89985,"Toei Animation, Funimation"
6114,Rainbow,TV,26,23,FINISHED,"Drama, Psychological, Thriller",82,85040,"MADHOUSE, Funimation, VAP"
6213,A Certain Scientific Railgun,TV,24,24,FINISHED,"Action, Fantasy, Sci-Fi",74,145222,"J.C.STAFF, NBCUniversal Entertainment Japan, Funimation, Movic, AT-X, ASCII Media Works, Project Railgun"
6682,11eyes,TV,12,25,FINISHED,"Action, Ecchi, Supernatural",53,36175,"Marvelous Entertainment, Doga Kobo, Pony Canyon, Sentai Filmworks, feng"
6811,InuYasha: The Final Act,TV,26,24,FINISHED,"Action, Adventure, Comedy, Fantasy, Romance",80,48889,"Sunrise, Aniplex, Viz Media, YTV"
8557,Squid Girl,TV,12,24,FINISHED,"Comedy, Slice of Life",72,48628,"TV Tokyo, diomedéa, Lantis, Pony Canyon, Media Blasters, TYO Animations"
10165,Nichijou - My Ordinary Life,TV,26,23,FINISHED,"Comedy, Slice of Life",83,224288,"Kyoto Animation, Lantis, Kadokawa Shoten, Movic, Rakuonsha, Bandai Entertainment, Kadokawa Pictures Japan, KLOCKWORX, Animation Do"
10357,Humanity Has Declined,TV,12,23,FINISHED,"Comedy, Fantasy, Sci-Fi",75,55321,"Sotsu, AIC A.S.T.A., Lantis, Pony Canyon, Movic, Sentai Filmworks, Marvelous, AIC"
12189,Hyouka,TV,22,26,FINISHED,"Mystery, Romance, Slice of Life",79,326186,"Kyoto Animation, Lantis, Kadokawa Shoten, KLOCKWORX, chara-ani.com, Animation Do"
12291,Place to Place,TV,12,24,FINISHED,"Comedy, Romance, Slice of Life",72,70494,"AIC, Pony Canyon, TBS, DAX Production, Sentai Filmworks, BS-TBS, Jumondou, Houbunsha"
14513,Magi: The Labyrinth of Magic,TV,25,24,FINISHED,"Action, Adventure, Fantasy",78,215538,"Aniplex, Dentsu, A-1 Pictures, Shogakukan-Shueisha Productions, Mainichi Broadcasting System, Aniplex of America"
14813,My Teen Romantic Comedy SNAFU,TV,13,24,FINISHED,"Comedy, Drama, Romance, Slice of Life",78,344724,"Brain's Base, TBS, Sentai Filmworks"
18153,Beyond the Boundary,TV,12,24,FINISHED,"Action, Drama, Fantasy, Slice of Life, Supernatural",74,263122,"Kyoto Animation, Lantis, Pony Canyon, TBS, Sentai Filmworks"
17895,Golden Time,TV,24,24,FINISHED,"Drama, Romance",75,241008,"J.C.STAFF, Genco, Starchild Records, Sentai Filmworks"
19489,Little Witch Academia: The Enchanted Parade,MOVIE,1,54,FINISHED,"Comedy, Fantasy",76,52561,TRIGGER
16067,A Lull in the Sea,TV,26,24,FINISHED,"Drama, Fantasy, Romance, Slice of Life",77,130526,"P.A.WORKS, Rondo Robe, NBCUniversal Entertainment Japan, NIS America Inc."
10800,Chihayafuru,TV,25,22,FINISHED,"Drama, Romance, Slice of Life, Sports",80,116458,"MADHOUSE, VAP, Nippon Television Network, Sentai Filmworks"
18397,Attack on Titan OVA,OVA,3,25,FINISHED,"Action, Drama, Fantasy, Mystery",76,123134,"WIT STUDIO, Production I.G, Mainichi Broadcasting System, Pony Canyon, Kodansha, Shingeki no Kyojin Team"
18897,Nisekoi,TV,20,24,FINISHED,"Comedy, Romance, Slice of Life",73,248908,"Aniplex, Shaft, Mainichi Broadcasting System"
205,Samurai Champloo,TV,26,24,FINISHED,"Action, Adventure, Comedy",84,258091,"Manglobe, Fuji TV, Geneon Entertainment"
20483,Engaged to the Unidentified,TV,12,23,FINISHED,"Comedy, Romance, Slice of Life",71,94383,"Doga Kobo, Toho, DAX Production, Sentai Filmworks"
15225,Hentai Prince & the Stony Cat,TV,12,24,FINISHED,"Comedy, Romance, Supernatural",68,90551,"J.C.STAFF, Frontier Works, Media Factory, Sentai Filmworks"
16732,KINMOZA!,TV,12,24,FINISHED,"Comedy, Slice of Life",70,49450,"Media Factory, Sentai Filmworks, Studio Gokumi, Hakuhodo DY Music & Pictures"
20566,The Disappearance of Nagato Yuki-chan,TV,16,24,FINISHED,"Comedy, Romance, Slice of Life",64,33803,"Satelight, Lantis, Rakuonsha"
20652,Durarara!! X2,TV,12,24,FINISHED,"Action, Mystery, Supernatural",78,105291,Shuka
20755,Assassination Classroom,TV,22,23,FINISHED,"Action, Comedy, Drama, Supernatural",79,579791,"Lerche, Funimation, Kansai TV"
20514,PSYCHO-PASS: The Movie,MOVIE,1,113,FINISHED,"Action, Sci-Fi",75,63677,"Production I.G, Nitroplus, Fuji TV, Dentsu, Toho, Sony Music Entertainment, KYORAKU, Fujipacific Music, SANZIGEN, Glovision, Sony PCL"
21455,NEW GAME!,TV,12,24,FINISHED,"Comedy, Slice of Life",74,115417,"Doga Kobo, MAGES., Funimation"
21507,Mob Psycho 100,TV,12,24,FINISHED,"Action, Comedy, Drama, Psychological, Slice of Life, Supernatural",84,572472,"bones, BS Fuji, Shogakukan-Shueisha Productions, Warner Bros. Japan"
433,The Place Promised in Our Early Days,MOVIE,1,90,FINISHED,"Drama, Romance, Sci-Fi",68,48449,"ADV Films, CoMix Wave"
98035,Fate/Apocrypha,TV,25,24,FINISHED,"Action, Drama, Fantasy, Supernatural",69,124059,"A-1 Pictures, Aniplex, Aniplex of America, Half H.P Studio, Notes"
14719,JoJo's Bizarre Adventure (TV),TV,26,24,FINISHED,"Action, Adventure, Supernatural",77,436578,"David Production, Warner Bros. Japan"
21718,Fate/stay night [Heaven's Feel] II. lost butterfly,MOVIE,1,117,FINISHED,"Action, Fantasy, Psychological, Romance, Supernatural, Thriller",84,120657,"ufotable, Notes, Aniplex of America, Aniplex, KADOKAWA, ufotable"
21127,Steins;Gate 0,TV,23,24,FINISHED,"Drama, Psychological, Sci-Fi, Thriller",84,206054,"WHITE FOX, Frontier Works, Media Factory, Funimation, Movic, Kadokawa Shoten, Madman Entertainment"
20693,THE IDOLM@STER CINDERELLA GIRLS,TV,13,24,FINISHED,"Comedy, Music, Slice of Life",69,24175,A-1 Pictures
105310,Fire Force,TV,24,24,FINISHED,"Action, Drama, Sci-Fi, Supernatural",76,437031,"David Production, Funimation, DMM pictures, bilibili, Kodansha, Mainichi Broadcasting System"
109190,Violet Evergarden: Eternity and the Auto Memory Doll,MOVIE,1,91,FINISHED,"Drama, Fantasy, Slice of Life",83,133596,Kyoto Animation
105333,Dr. STONE,TV,24,24,FINISHED,"Action, Adventure, Comedy, Sci-Fi",81,504892,TMS Entertainment
108577,Her Blue Sky,MOVIE,1,108,FINISHED,"Drama, Music, Romance, Slice of Life, Supernatural",73,44948,"CloverWorks, Aniplex, Toho, Fuji TV"
114446,Higurashi: When They Cry - GOU,TV,24,24,FINISHED,"Drama, Horror, Mystery, Psychological, Supernatural, Thriller",69,78314,"Passione, infinite, Frontier Works, Creators in Pack, Magic Capsule, TOKYO MX, MAGES., Kadokawa Shoten, Funimation"
99916,Kase-san and Morning Glories,OVA,1,59,FINISHED,"Romance, Slice of Life",76,52296,"ZEXCS, Pony Canyon Enterprise, Sentai Filmworks, Pony Canyon"
126403,Link Click,ONA,11,24,FINISHED,"Drama, Mystery, Supernatural, Thriller",86,154815,"BeDream, Studio LAN, bilibili, Aniplex, Sony Music Solutions"
103303,Sparks of Tomorrow,TV,0,0,NOT_YET_RELEASED,"Adventure, Romance",0,15134,"Kyoto Animation, Heart Company, Rakuonsha"
123899,Sing a Bit of Harmony,MOVIE,1,109,FINISHED,"Music, Sci-Fi",75,41204,"J.C.STAFF, Funimation, Bandai Namco Arts, Shouchiku"
120377,Cyberpunk: Edgerunners,ONA,10,24,FINISHED,"Action, Drama, Psychological, Sci-Fi",85,322632,"TRIGGER, CD PROJEKT RED, Netflix"
79,SHUFFLE!,TV,24,23,FINISHED,"Comedy, Drama, Ecchi, Fantasy, Romance",65,44321,"Xebec, Funimation, Lantis, Asread, Memory-Tech"
199,Spirited Away,MOVIE,1,125,FINISHED,"Adventure, Drama, Fantasy, Supernatural",86,443836,"Studio Ghibli, Studio Hibari, Walt Disney Studios, GKIDS"
225,Dragon Ball GT,TV,64,24,FINISHED,"Action, Adventure, Comedy, Sci-Fi",63,120688,"Toei Animation, Funimation"
227,FLCL,OVA,6,25,FINISHED,"Action, Comedy, Mecha, Sci-Fi",78,192691,"Gainax, Production I.G, Starchild Records, Funimation, GANSIS"
249,InuYasha,TV,167,24,FINISHED,"Action, Adventure, Comedy, Fantasy, Romance",76,161460,"Kyoto Animation, Sunrise, Yomiuri TV, Viz Media, Selecta Visión"
288,Beyblade,TV,51,23,FINISHED,"Action, Adventure, Comedy, Sci-Fi, Sports",65,25401,"MADHOUSE, d-rights, Heewon Entertainment, Discotek, Nelvana, DR Movie, Studio Matrix"
431,Howl‘s Moving Castle,MOVIE,1,119,FINISHED,"Adventure, Drama, Fantasy, Romance",85,333125,"Studio Ghibli, d-rights, Tokuma Shoten, Walt Disney Studios, GKIDS"
449,InuYasha the Movie 4: Fire on the Mystic Island,MOVIE,1,88,FINISHED,"Adventure, Comedy, Drama, Fantasy, Romance",73,15592,"Sunrise, Viz Media"
450,InuYasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,1,99,FINISHED,"Action, Adventure, Drama, Fantasy, Romance",74,17150,"Kyoto Animation, Viz Media, Ashi Productions, Sunrise"
451,InuYasha the Movie 3: Swords of an Honorable Ruler,MOVIE,1,99,FINISHED,"Adventure, Comedy, Drama, Fantasy",75,16341,"Kyoto Animation, Sunrise, Viz Media, YTV"
452,InuYasha the Movie: Affections Touching Across Time,MOVIE,1,100,FINISHED,"Action, Adventure, Comedy, Drama, Fantasy, Romance",72,17746,"Sunrise, Viz Media"
481,Yu-Gi-Oh!,TV,224,23,FINISHED,"Adventure, Fantasy",72,80065,"Studio Gallop, Funimation, Nihon Ad Systems, 4Kids Entertainment, TV Tokyo, Shueisha"
512,Kiki's Delivery Service,MOVIE,1,105,FINISHED,"Adventure, Drama, Fantasy, Slice of Life",81,172139,"Studio Ghibli, Studio Hibari, Walt Disney Studios, GKIDS"
523,My Neighbor Totoro,MOVIE,1,86,FINISHED,"Adventure, Fantasy, Slice of Life, Supernatural",80,259783,"Studio Ghibli, Studio Fantasia, Walt Disney Studios, GKIDS"
527,Pokémon,TV,276,24,FINISHED,"Action, Adventure, Comedy, Fantasy",73,135536,"TV Tokyo, OLM, Viz Media, 4Kids Entertainment, TV Tokyo Music"
550,Yu☆Gi☆Oh!,TV,27,24,FINISHED,"Action, Comedy, Fantasy",69,50321,"Toei Animation, NAS"
552,Digimon: Digital Monsters,TV,54,23,FINISHED,"Action, Adventure, Comedy, Drama, Fantasy, Sci-Fi",75,67424,"Toei Animation, Yomiko Advertising, Fuji TV"
578,Grave of the Fireflies,MOVIE,1,88,FINISHED,Drama,83,185575,"Studio Ghibli, Sentai Filmworks"
597,The Cat Returns,MOVIE,1,75,FINISHED,"Adventure, Comedy, Drama, Fantasy",75,74108,"Studio Ghibli, Walt Disney Studios, GKIDS"
731,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,MOVIE,1,67,FINISHED,"Adventure, Drama, Music, Sci-Fi",77,19447,"Toei Animation, EMI"
770,Pale Cocoon,OVA,1,23,FINISHED,"Drama, Sci-Fi",68,16013,"Studio Rikka, Directions"
813,Dragon Ball Z,TV,291,24,FINISHED,"Action, Adventure, Comedy, Fantasy, Supernatural",80,237840,"Toei Animation, Funimation, Fuji TV"
849,The Melancholy of Haruhi Suzumiya,TV,14,23,FINISHED,"Comedy, Mystery, Sci-Fi, Slice of Life, Supernatural",76,186793,"Kyoto Animation, Lantis, Bandai Entertainment, Kadokawa Pictures USA"
874,Digimon Tamers,TV,51,25,FINISHED,"Action, Adventure, Drama, Fantasy, Sci-Fi",75,36759,"Toei Animation, Yomiko Advertising"
894,Dragon Ball Z: Dead Zone,MOVIE,1,41,FINISHED,"Action, Adventure, Sci-Fi",62,28426,"Toei Animation, Funimation"
895,Dragon Ball Z: The World's Strongest,MOVIE,1,60,FINISHED,"Action, Adventure, Sci-Fi",61,25116,"Toei Animation, Funimation"
896,Dragon Ball Z: The Tree of Might,MOVIE,1,61,FINISHED,"Action, Adventure, Sci-Fi",63,30658,"Toei Animation, Funimation"
900,Dragon Ball Z: Super Android 13!,MOVIE,1,45,FINISHED,"Action, Adventure, Sci-Fi",64,29147,"Toei Animation, Funimation"
901,Dragon Ball Z: Broly - The Legendary Super Saiyan,MOVIE,1,72,FINISHED,"Action, Adventure, Sci-Fi",70,38716,"Toei Animation, Funimation"
902,Dragon Ball Z: Bojack Unbound,MOVIE,1,50,FINISHED,"Action, Adventure, Sci-Fi",67,31220,"Toei Animation, Funimation"
985,Dragon Ball Z: The History of Trunks,SPECIAL,1,48,FINISHED,"Action, Adventure, Drama",76,27065,"Toei Animation, Funimation"
986,Dragon Ball Z: Bardock – The Father of Goku,SPECIAL,1,47,FINISHED,"Action, Adventure, Sci-Fi",73,27350,"Toei Animation, Funimation"
987,Dragon Ball GT: A Hero's Legacy,SPECIAL,1,44,FINISHED,"Action, Adventure, Comedy",62,17954,"Toei Animation, Funimation"
1030,Pom Poko,MOVIE,1,111,FINISHED,"Comedy, Drama, Fantasy",70,30464,"Kyoto Animation, Studio Ghibli, Daiei, Walt Disney Studios, GKIDS"
1535,Death Note,TV,37,23,FINISHED,"Mystery, Psychological, Supernatural, Thriller",84,874612,"MADHOUSE, VAP, Viz Media, Nippon Television Network, Konami, Ashi Productions, Shueisha, Selecta Visión"
1723,Clannad: The Motion Picture,MOVIE,1,94,FINISHED,"Drama, Fantasy, Romance",67,29938,"Toei Animation, Sentai Filmworks"
1836,Shuffle! Memories,TV,12,24,FINISHED,"Comedy, Drama, Ecchi, Fantasy, Romance",61,8721,"Asread, Kadokawa Pictures USA, Memory-Tech"
1894,Yu-Gi-Oh! The Movie: Pyramid of Light,MOVIE,1,101,FINISHED,"Adventure, Fantasy",63,17793,"Studio Gallop, NAS, 4Kids Entertainment, Warner Bros. Japan, Manga Entertainment, Konami, TV Tokyo, Shueisha"
2006,Yu☆Gi☆Oh! (Movie),MOVIE,1,30,FINISHED,"Adventure, Comedy, Fantasy",66,11801,Toei Animation
2163,AIKa R-16: VIRGIN MISSION,OVA,3,25,FINISHED,"Action, Comedy, Ecchi",54,5974,"Bandai Visual, Studio Fantasia, Bandai Entertainment"
2167,Clannad,TV,23,24,FINISHED,"Comedy, Drama, Romance, Slice of Life, Supernatural",77,275125,"Sentai Filmworks, Animation Do, Kyoto Animation, Pony Canyon, TBS, Movic, Key"
2397,Digimon: Our War Game,MOVIE,1,41,FINISHED,"Action, Adventure, Fantasy, Sci-Fi",76,19310,Toei Animation
2476,School Days (TV),TV,12,25,FINISHED,"Drama, Psychological, Romance",49,118721,"Avex Entertainment, Marvelous Entertainment, Lantis, TNK, Pony Canyon Enterprise"
2961,Digimon Adventure (Movie),MOVIE,1,21,FINISHED,"Fantasy, Sci-Fi",74,24054,Toei Animation
2993,Rosario + Vampire,TV,13,25,FINISHED,"Comedy, Ecchi, Fantasy, Romance",62,115450,"GONZO, Funimation, Happinet Pictures, GDH, Yomiko Advertising, Shueisha"
2994,Death Note: Relight,SPECIAL,2,112,FINISHED,"Mystery, Psychological, Supernatural, Thriller",74,40571,"MADHOUSE, Viz Media"
3085,Indian Summer,OVA,3,30,FINISHED,"Comedy, Ecchi, Sci-Fi",61,4513,"Daume, Sentai Filmworks, ASCII Media Works, Hakuhodo DY Music & Pictures"
3503,Kanokon: The Girl Who Cried Fox,TV,12,24,FINISHED,"Comedy, Ecchi, Romance, Supernatural",57,45110,"Xebec, Media Factory, Movic, AT-X, Media Blasters"
3613,Library War,TV,12,23,FINISHED,"Action, Comedy, Romance",71,14644,"Production I.G, Code, Asmik Ace, ASCII Media Works, Sony Music Entertainment"
3759,School Days: Valentine Days,OVA,1,19,FINISHED,"Comedy, Romance",51,11454,"Marvelous Entertainment, Lantis, TNK, Pony Canyon Enterprise"
4181,Clannad: After Story,TV,24,24,FINISHED,"Drama, Romance, Slice of Life, Supernatural",87,208179,"Kyoto Animation, Pony Canyon, TBS, Rakuonsha, Animation Do"
4214,Rosario + Vampire Capu2,TV,13,24,FINISHED,"Comedy, Ecchi, Fantasy, Romance",64,65630,"GONZO, Funimation, Happinet, GDH, Shueisha, Yomiko Advertising"
4224,Toradora!,TV,25,24,FINISHED,"Comedy, Drama, Romance, Slice of Life",78,499610,"Genco, Starchild Records, Magic Capsule, NIS America Inc., Yomiuri Advertising, TV Tokyo Music, J.C.STAFF, Hanabee Entertainment"
4382,The Melancholy of Haruhi Suzumiya (2009),TV,28,24,FINISHED,"Comedy, Mystery, Sci-Fi, Slice of Life, Supernatural",71,112593,"Kyoto Animation, Kadokawa Shoten, Bandai Entertainment"
5081,Bakemonogatari,TV,15,24,FINISHED,"Comedy, Drama, Mystery, Psychological, Romance, Supernatural",82,317845,"Aniplex, Shaft, Kodansha, Aniplex of America, Hanabee Entertainment"
5114,Fullmetal Alchemist: Brotherhood,TV,64,25,FINISHED,"Action, Adventure, Drama, Fantasy",90,665807,"bones, Aniplex, Square Enix, Mainichi Broadcasting System, Aniplex of America"
5118,The Melancholy of Haruhi-chan Suzumiya,ONA,25,5,FINISHED,"Comedy, Slice of Life",70,17753,"Kyoto Animation, Kadokawa Shoten, Bandai Entertainment"
5152,Dragon Ball: Yo! Son Goku and His Friends Return!!,SPECIAL,1,35,FINISHED,"Action, Adventure, Comedy",63,12078,"Toei Animation, Shueisha"
5680,K-ON!,TV,13,24,FINISHED,"Comedy, Music, Slice of Life",78,257621,"Kyoto Animation, Pony Canyon, TBS, Movic, Rakuonsha, Animation Do, Sentai Filmworks"
5957,Nyoron! Churuya-san,ONA,13,2,FINISHED,Comedy,61,7387,"Kyoto Animation, Kadokawa Shoten, Bandai Entertainment"
6127,Toradora!: SOS! Hurray for Foodies,SPECIAL,4,5,FINISHED,Comedy,59,21209,"J.C.STAFF, NIS America Inc."
6205,Kämpfer,TV,12,24,FINISHED,"Action, Comedy, Ecchi, Romance",57,50512,"Nomad, Sentai Filmworks"
6361,ef: a tale of memories. - prologue,SPECIAL,1,4,FINISHED,"Drama, Music",65,7709,"NBCUniversal Entertainment Japan, Shaft, Rondo Robe"
6443,AIKa ZERO,OVA,3,26,FINISHED,"Action, Adventure, Comedy, Ecchi",53,4997,"Studio Fantasia, Bandai Visual"
6547,Angel Beats!,TV,13,24,FINISHED,"Action, Comedy, Drama, Supernatural",77,414371,"Aniplex, ASCII Media Works, P.A.WORKS, Visual Arts, Movic, Dentsu, Mainichi Broadcasting System, CBC TV, Aniplex of America"
6746,Durarara!!,TV,24,24,FINISHED,"Action, Mystery, Supernatural",79,274715,"Aniplex, Brain's Base, Movic, Aniplex of America, ASCII Media Works, Hakuhodo DY Media Partners, Mainichi Broadcasting System"
6791,Kanokon: Manatsu no Dai Shanikusai,OVA,2,25,FINISHED,"Ecchi, Romance, Slice of Life",60,10212,"Xebec, Media Blasters"
6862,K-ON!: Live House!,OVA,1,23,FINISHED,"Comedy, Music, Slice of Life",77,46657,"Kyoto Animation, Pony Canyon, Movic, Bandai Entertainment"
6880,Deadman Wonderland,TV,12,24,FINISHED,"Action, Drama, Sci-Fi, Supernatural",67,233286,"Manglobe, Funimation, AMG MUSIC"
7017,K-ON! Season 1 Shorts,SPECIAL,7,2,FINISHED,Comedy,60,15541,Kyoto Animation
7148,Ladies Versus Butlers,TV,12,24,FINISHED,"Comedy, Ecchi, Romance",61,43854,"Xebec, NBCUniversal Entertainment Japan, Lantis, AT-X, KLOCKWORX, ASCII Media Works, BIGLOBE, Media Blasters"
7311,The Disappearance of Haruhi Suzumiya,MOVIE,1,162,FINISHED,"Drama, Mystery, Sci-Fi, Supernatural",86,138916,"Kyoto Animation, Kadokawa Shoten, Bandai Entertainment, Animation Do"
7396,Shuffle! Prologue,OVA,1,8,FINISHED,"Comedy, Fantasy, Romance",61,4052,"Lantis, Asread"
7593,kiss×sis (TV),TV,12,24,FINISHED,"Comedy, Ecchi, Romance, Slice of Life",59,99415,"feel., Starchild Records"
7711,The Secret World of Arrietty,MOVIE,1,94,FINISHED,"Adventure, Drama, Fantasy",77,100637,"Studio Ghibli, Walt Disney Studios"
7782,Kämpfer Picture Drama,SPECIAL,1,11,FINISHED,Comedy,48,2776,Nomad
7791,K-ON! Season 2,TV,26,24,FINISHED,"Comedy, Music, Slice of Life",82,156799,"Kyoto Animation, Pony Canyon, TBS, Movic, Rakuonsha, Sentai Filmworks, Animation Do, Kyoto Animation"
7817,Yamada's First Time: B Gata H Kei,TV,12,24,FINISHED,"Comedy, Ecchi, Romance",64,67357,"Hal Film Maker, Dentsu, Funimation, AT-X, TYO Animations, Happinet Pictures"
7875,Kanokon: Manatsu no Dai Shanikusai Specials,SPECIAL,2,3,FINISHED,Ecchi,58,4376,Xebec
7897,Issho ni Sleeping: Sleeping with Hinako,OVA,1,49,FINISHED,Ecchi,39,5845,"Primastea, Studio Hibari"
8074,High School of the Dead,TV,12,24,FINISHED,"Action, Drama, Ecchi, Horror, Romance, Supernatural",66,263246,"MADHOUSE, NBCUniversal Entertainment Japan, AT-X, Sentai Filmworks, Hakuhodo DY Music & Pictures"
8302,Ladies versus Butlers! Specials,SPECIAL,6,3,FINISHED,Ecchi,59,8307,Xebec
8408,Durarara!! Specials,SPECIAL,2,23,FINISHED,"Action, Comedy, Supernatural",75,32776,"Aniplex, Brain's Base, Aniplex of America"
8460,Mirai Nikki OVA,OVA,1,8,FINISHED,"Action, Supernatural",65,47836,Asread
8525,The World God Only Knows,TV,12,23,FINISHED,"Comedy, Romance, Supernatural",74,126094,"TV Tokyo, NBCUniversal Entertainment Japan, Manglobe, Sentai Filmworks"
8619,Ladies versus Butlers! Tokuten Disc Music Clip,SPECIAL,1,3,FINISHED,Ecchi,53,3736,Xebec
8630,Aria the Scarlet Ammo,TV,12,24,FINISHED,"Action, Comedy, Ecchi, Romance",63,70624,"J.C.STAFF, Funimation, TBS"
8675,Seitokai Yakuindomo,TV,13,24,FINISHED,"Comedy, Slice of Life",73,103573,"Starchild Records, GoHands, Dream Force"
8769,Oreimo,TV,12,24,FINISHED,"Comedy, Slice of Life",65,138209,"Aniplex, Movic, AIC Build, Aniplex of America, ASCII Media Works, Jumondou"
8841,Is this a Zombie?,TV,12,24,FINISHED,"Action, Comedy, Ecchi, Supernatural",69,107837,"Studio DEEN, Funimation, Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KLOCKWORX, flying DOG"
8857,Nichijou - My Ordinary Life: Episode 0,OVA,1,22,FINISHED,"Comedy, Slice of Life",73,27347,"Kyoto Animation, Animation Do"
8861,Yosuga no Sora: In Solitude Where We are Least Alone,TV,12,25,FINISHED,"Drama, Ecchi, Romance",55,96153,"feel., Starchild Records, Studio Mausu, GANSIS, PRA, Media Blasters"
8876,Koe de Oshigoto,OVA,2,30,FINISHED,"Comedy, Ecchi",65,20718,"Pony Canyon, Media Blasters, Studio Gokumi"
9062,Angel Beats! Specials,SPECIAL,2,28,FINISHED,"Action, Comedy, Drama, Supernatural",72,57440,"Aniplex, P.A.WORKS, Visual Arts, Sentai Filmworks"
9203,K-ON! Season 2 Shorts,SPECIAL,9,3,FINISHED,Comedy,62,11503,Kyoto Animation
9253,Steins;Gate,TV,24,24,FINISHED,"Drama, Psychological, Sci-Fi, Thriller",89,545297,"Frontier Works, Funimation, Media Factory, Movic, AT-X, WHITE FOX, Kadokawa Pictures Japan, Nitroplus"
9289,Hanasaku Iroha ~Blossoms for Tomorrow~,TV,26,24,FINISHED,Drama,77,75949,"Bandai Visual, Yomiuri TV, Lantis, P.A.WORKS, Pony Canyon, NIS America Inc., Hakuhodo DY Music & Pictures"
9515,High School of the Dead: Drifters of the Dead,OVA,1,16,FINISHED,"Comedy, Ecchi, Supernatural",62,61402,"MADHOUSE, Sentai Filmworks, Hakuhodo DY Music & Pictures"
9617,K-ON!: The Movie,MOVIE,1,110,FINISHED,"Comedy, Music, Slice of Life",83,84271,"Kyoto Animation, Pony Canyon, Sentai Filmworks, Animation Do"
9675,The World God Only Knows: Flag 0,OVA,1,2,FINISHED,"Comedy, Supernatural",65,15994,"Manglobe, Sentai Filmworks"
