anime_id,title,format,episodes,duration,status,genres,average_score,popularity,studios
104276,My Hero Academia Season 4,TV,25,24,FINISHED,"Action, Adventure, Comedy, Drama, Sci-Fi",78,492843,"bones, Toho, Shueisha, Yomiuri TV"
118419,The Day I Became a God,TV,12,24,FINISHED,"Comedy, Drama, Romance, Sci-Fi, Slice of Life",65,89772,"P.A.WORKS, Aniplex, ABC Animation, TOKYO MX, Movic, BS11, Nagoya TV Housou, Visual Arts"
20997,Charlotte,TV,13,24,FINISHED,"Comedy, Drama, Romance, Sci-Fi, Supernatural",75,396378,"P.A.WORKS, Aniplex, Visual Arts, TOKYO MX, KADOKAWA, ASCII Media Works, Mainichi Broadcasting System, BS11, Movic, Key"
140960,SPY x FAMILY,TV,12,24,FINISHED,"Action, Comedy, Slice of Life, Supernatural",83,510083,"CloverWorks, WIT STUDIO, Toho, Shueisha, TV Tokyo, Shogakukan-Shueisha Productions"
114745,Made in Abyss: The Golden City of the Scorching Sun,TV,12,24,FINISHED,"Adventure, Drama, Fantasy, Horror, Mystery, Sci-Fi",85,141592,"KADOKAWA, Kinema Citrus, Cygames, Takeshobo, AT-X, Sony Music Solutions, Global Solutions, Kadokawa Media House"
127230,Chainsaw Man,TV,12,25,FINISHED,"Action, Drama, Horror, Supernatural",83,550312,"MAPPA, Shueisha"
170206,Scott Pilgrim Takes Off,ONA,8,26,FINISHED,"Action, Comedy, Drama, Mystery, Romance, Supernatural",80,34431,Science SARU
150672,Oshi No Ko,TV,11,24,FINISHED,"Drama, Mystery, Psychological, Supernatural",84,288905,"Doga Kobo, KADOKAWA, Shueisha, Doga Kobo, CyberAgent"
17,Hungry Heart: Wild Striker,TV,52,23,FINISHED,"Comedy, Slice of Life, Sports",72,4581,"Nippon Animation, Fuji TV"
20,Naruto,TV,220,23,FINISHED,"Action, Adventure, Comedy, Drama, Fantasy, Supernatural",80,662441,"Studio Pierrot, TV Tokyo, Aniplex, Viz Media, Shueisha, KSS, SME Visual Works, Rakuonsha"
27,Trinity Blood,TV,24,24,FINISHED,"Action, Drama, Horror, Sci-Fi, Supernatural",68,27134,"GONZO, Funimation"
47,Akira,MOVIE,1,125,FINISHED,"Action, Adventure, Horror, Psychological, Sci-Fi, Supernatural",79,213027,"Tokyo Movie Shinsha, Funimation, Mainichi Broadcasting System, Kodansha, Bandai Entertainment, Toho, Madman Entertainment"
53,Ai Yori Aoshi,TV,24,23,FINISHED,"Comedy, Drama, Romance, Slice of Life",67,17020,"J.C.STAFF, Funimation, Movic, Fuji TV, Pioneer LDC, Cosmic Ray"
68,Black Cat,TV,23,24,FINISHED,"Action, Adventure, Comedy, Sci-Fi",69,39374,"GONZO, GDH, Dentsu, Funimation, TBS"
71,Full Metal Panic!,TV,24,24,FINISHED,"Action, Comedy, Mecha, Sci-Fi",72,88141,"GONZO, Funimation, Kadokawa Shoten"
72,Full Metal Panic? Fumoffu,TV,12,24,FINISHED,"Action, Comedy, Romance",77,42851,"Kyoto Animation, ADV Films, Funimation"
73,Full Metal Panic! The Second Raid,TV,13,24,FINISHED,"Action, Mecha, Sci-Fi",77,39296,"Kyoto Animation, ADV Films, Funimation, Kadokawa Shoten, Kadokawa Pictures USA, Happinet Pictures"
93,Mobile Suit Gundam Seed,TV,50,24,FINISHED,"Action, Drama, Mecha, Sci-Fi",72,29720,"Sunrise, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment"
102,Love You Baby,TV,26,25,FINISHED,"Comedy, Drama, Romance",71,14199,"TMS Entertainment, Animax, Toei Video, Sunny Side Up"
117,El Hazard: The Magnificent World,OVA,7,29,FINISHED,"Adventure, Comedy, Fantasy, Romance",69,5240,"AIC, Pioneer LDC"
119,Final Approach,TV_SHORT,13,12,FINISHED,"Comedy, Drama, Romance, Slice of Life",60,5500,Trinet Entertainment
121,Fullmetal Alchemist,TV,51,25,FINISHED,"Action, Adventure, Drama, Fantasy",79,244479,"bones, Aniplex, Square Enix, Mainichi Broadcasting System"
127,Gate Keepers,TV,24,25,FINISHED,"Action, Comedy, Fantasy, Mecha, Sci-Fi",64,4335,"GONZO, Media Factory"
150,Blood+,TV,50,24,FINISHED,"Action, Drama, Horror, Mystery, Supernatural",75,61072,"Production I.G, Aniplex, Mainichi Broadcasting System"
155,X,MOVIE,1,93,FINISHED,"Action, Drama, Fantasy, Horror, Sci-Fi, Supernatural",61,9680,"MADHOUSE, Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega Games, Shelty, Manga Entertainment"
165,RahXephon,TV,26,23,FINISHED,"Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",71,27444,"bones, ADV Films, Asatsu DK, Madman Entertainment"
168,s-CRY-ed,TV,26,24,FINISHED,"Action, Adventure, Sci-Fi",70,15221,"Sunrise, Yomiko Advertising, Discotek"
180,Vandread,TV,13,22,FINISHED,"Action, Comedy, Mecha, Romance, Sci-Fi",67,14507,"GONZO, GDH, Dentsu, Media Factory"
181,Vandread: The Second Stage,TV,13,22,FINISHED,"Action, Comedy, Mecha, Romance, Sci-Fi",70,7795,"GONZO, Funimation"
182,Vision of Escaflowne,TV,26,24,FINISHED,"Adventure, Fantasy, Mecha, Romance",73,37479,"Sunrise, Funimation, Selecta Visión"
189,Love Hina,TV,24,23,FINISHED,"Comedy, Ecchi, Romance, Slice of Life",66,42040,"TV Tokyo, Xebec, Funimation, Yomiko Advertising"
207,Record of Lodoss War,OVA,13,25,FINISHED,"Action, Adventure, Fantasy, Supernatural",70,26208,"MADHOUSE, Kadokawa Shoten, TBS, Marubeni, Central Park Media"
218,Martian Successor Nadesico,TV,26,23,FINISHED,"Action, Comedy, Mecha, Romance, Sci-Fi",73,15860,"Xebec, Starchild Records, ADV Films, Yomiko Advertising"
219,Martian Successor Nadesico: The Prince of Darkness,MOVIE,1,79,FINISHED,"Action, Comedy, Drama, Mecha, Sci-Fi",64,4441,"Xebec, ADV Films, Production I.G, ING, Kadokawa Shoten, Movic, King Records, TV Tokyo"
237,Eureka Seven,TV,50,24,FINISHED,"Action, Adventure, Drama, Mecha, Romance, Sci-Fi",78,82654,"bones, Mainichi Broadcasting System, Ashi Productions, Bandai Entertainment"
246,Rave Master,TV,51,24,FINISHED,"Adventure, Comedy, Fantasy, Romance",67,18704,"Studio DEEN, TBS, Kodansha, TOKYOPOP"
266,Gunparade March,TV,12,23,FINISHED,"Drama, Mecha, Romance, Sci-Fi, Slice of Life",62,3513,"J.C.STAFF, d-rights, Mainichi Broadcasting System, Media Blasters"
290,Crest of the Stars,TV,13,24,FINISHED,"Action, Romance, Sci-Fi",73,14796,"Sunrise, Bandai Visual, WOWOW, BeSTACK, Funimation"
329,Planetes,TV,26,25,FINISHED,"Drama, Romance, Sci-Fi, Slice of Life",80,60015,"Sunrise, Bandai Visual, Bandai Entertainment"
355,Shakugan no Shana,TV,24,24,FINISHED,"Action, Comedy, Drama, Fantasy, Romance, Supernatural",70,91284,"J.C.STAFF, NBCUniversal Entertainment Japan, Funimation, Toshiba Entertainment, Cosmic Ray, Hakuhodo DY Music & Pictures"
356,Fate/stay night,TV,24,24,FINISHED,"Action, Fantasy, Romance, Supernatural",68,174914,"NBCUniversal Entertainment Japan, Studio DEEN, Frontier Works, TBS, Sentai Filmworks, Notes, CREi"
400,Outlaw Star,TV,24,25,FINISHED,"Action, Adventure, Comedy, Sci-Fi",74,33665,"Sunrise, Sotsu, Victor Entertainment, Bandai Entertainment, Selecta Visión"
419,Samurai Deeper Kyo,TV,26,24,FINISHED,"Action, Adventure, Comedy, Fantasy",64,7253,"Studio DEEN, Starchild Records, Media Blasters"
430,Fullmetal Alchemist: The Movie - Conqueror of Shamballa,MOVIE,1,105,FINISHED,"Action, Comedy, Drama, Fantasy",70,52570,"bones, Aniplex, Square Enix, Shouchiku, Mainichi Broadcasting System"
469,Karin: Chibi Vampire,TV,24,23,FINISHED,"Comedy, Romance, Supernatural",67,25772,"J.C.STAFF, Kadokawa Shoten, Frontier Works, WOWOW"
478,Aquarion,TV,26,24,FINISHED,"Action, Mecha, Romance, Sci-Fi, Supernatural",67,16607,"Satelight, Touhouku Shinsha, Funimation, Media Factory, Ashi Productions, Bandai, Tohokushinsha Film Corporation"
570,Jin-Roh: The Wolf Brigade,MOVIE,1,102,FINISHED,"Action, Drama, Psychological, Romance, Thriller",76,52733,"Production I.G, Bandai Entertainment, Discotek"
576,Magikano,TV,13,24,FINISHED,"Comedy, Fantasy, Romance",58,5739,"ADV Films, Funimation, Lantis, Tokyo Kids"
590,Guardian Ninja Mamoru,TV,12,24,FINISHED,"Comedy, Romance",62,4555,"Aniplex, Group TAC, Studio Tulip, Tohokushinsha Film Corporation"
670,Lamune,TV,12,24,FINISHED,"Drama, Romance, Slice of Life",63,7156,"Trinet Entertainment, Picture Magic"
743,Ocean Waves,SPECIAL,1,72,FINISHED,"Drama, Romance, Slice of Life",63,45578,"J.C.STAFF, Studio Ghibli, GKIDS"
817,Tactical Roar,TV,13,25,FINISHED,"Comedy, Romance, Sci-Fi",59,2068,"Bandai Visual, Actas, Lantis"
834,BLEACH: The Sealed Sword Frenzy,SPECIAL,1,33,FINISHED,"Action, Adventure, Drama, Fantasy, Supernatural",65,18657,"Studio Pierrot, TV Tokyo"
857,Air Gear,TV,25,24,FINISHED,"Action, Comedy, Ecchi, Sports",70,54965,"Toei Animation, Marvelous Entertainment, Funimation, Kodansha"
878,Zegapain,TV,26,23,FINISHED,"Action, Mecha, Romance, Sci-Fi",70,8867,"Sunrise, TV Tokyo, Dentsu, Bandai Entertainment"
889,Black Lagoon,TV,12,24,FINISHED,"Action, Adventure, Drama, Thriller",78,229157,"MADHOUSE, Funimation, Selecta Visión, Shogakukan-Shueisha Productions"
916,Tokko,TV,13,24,FINISHED,"Action, Comedy, Horror, Mystery, Supernatural",59,7051,"Group TAC, Manga Entertainment"
1005,Star Ocean EX,TV,26,22,FINISHED,"Adventure, Fantasy, Sci-Fi",62,2424,"Studio DEEN, TV Tokyo, Discotek, Dentsu"
1067,Demonbane,TV,12,25,FINISHED,"Action, Ecchi, Mecha, Romance",59,5857,View Works
1086,Mars Daybreak,TV,26,23,FINISHED,"Adventure, Comedy, Mecha, Romance, Sci-Fi",68,4703,"bones, bones, TV Tokyo, Dentsu, Bandai Entertainment"
1140,Origin: Spirits of the Past,MOVIE,1,94,FINISHED,"Adventure, Drama, Fantasy, Romance, Sci-Fi",65,15012,"GONZO, Funimation, Yahoo! Japan, Dentsu, Shouchiku, GDH, Media Factory, TV Asahi"
1195,The Familiar of Zero,TV,13,23,FINISHED,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance",67,143885,"J.C.STAFF, Genco, Funimation, Media Factory, Shouchiku, Bushiroad, Happinet Pictures"
1218,Tonagura!,TV,13,24,FINISHED,"Comedy, Drama, Ecchi, Romance",61,8119,Starchild Records
1250,Elemental Gelade,TV,26,24,FINISHED,"Adventure, Comedy, Fantasy, Romance",68,14484,"Xebec, NBCUniversal Entertainment Japan, Funimation, Discotek"
1482,D.Gray-man,TV,103,23,FINISHED,"Action, Adventure, Drama, Fantasy",76,109136,"TV Tokyo, Aniplex, Dentsu, TMS Entertainment, Funimation, Half H.P Studio, Sony Music Entertainment"
1519,Black Lagoon: The Second Barrage,TV,12,24,FINISHED,"Action, Adventure, Drama, Thriller",80,98655,"MADHOUSE, Front Line, Funimation, Selecta Visión, Shogakukan-Shueisha Productions, Geneon Entertainment"
1536,Arms Alchemy,TV,26,24,FINISHED,"Action, Comedy, Fantasy, Supernatural",68,25320,"Xebec, NBCUniversal Entertainment Japan, Viz Media, Yomiko Advertising"
1538,Pumpkin Scissors,TV,24,23,FINISHED,"Action, Comedy, Drama",69,8208,"GONZO, GDH, Nomad, Funimation"
1543,Brighter Than the Dawning Blue,TV,12,23,FINISHED,"Comedy, Romance, Sci-Fi",65,7687,"Daume, Sentai Filmworks"
1557,Shonen Onmyoji,TV,26,23,FINISHED,"Action, Fantasy, Supernatural",74,8398,Studio DEEN
1559,Kenichi: The Mightiest Disciple,TV,50,25,FINISHED,"Action, Comedy",77,47966,"TV Tokyo, Tokyo Movie Shinsha, TMS Entertainment, Discotek"
1570,Happiness!,TV,12,25,FINISHED,"Comedy, Romance",58,6338,"Artland, Delfi Sound"
1606,Kekkaishi,TV,52,24,FINISHED,"Action, Adventure, Comedy, Romance, Supernatural",72,18621,"Sunrise, Viz Media, YTV"
1686,Bleach the Movie: Memories of Nobody,MOVIE,1,87,FINISHED,"Action, Adventure, Drama, Supernatural",71,43974,"Studio Pierrot, TV Tokyo, Dentsu, Viz Media"
1691,Kaze no Stigma,TV,24,24,FINISHED,"Action, Drama, Fantasy, Romance",67,70108,"GONZO, Funimation"
1698,Nodame Cantabile,TV,23,22,FINISHED,"Comedy, Drama, Music, Romance, Slice of Life",80,56325,"J.C.STAFF, Dentsu, Genco, Kodansha, Fuji TV, Magic Capsule, Sony Music Entertainment, Fujipacific Music, Trilogy Future Studio"
1727,Polyphonica,TV,12,24,FINISHED,"Drama, Fantasy, Music, Romance",63,5796,"Ginga Ya, Sentai Filmworks, SoftBank Creative Corp., Memory-Tech"
1734,Ajimu: Kaigan Monogatari,ONA,4,28,FINISHED,"Comedy, Drama, Romance",58,2609,Actas
1807,Prism Ark,TV,12,24,FINISHED,"Action, Comedy, Drama, Ecchi, Fantasy",58,4106,Front Line
1815,Shakugan no Shana: The Movie,MOVIE,1,90,FINISHED,"Action, Adventure, Drama, Fantasy, Romance, Supernatural",71,11835,"J.C.STAFF, Funimation, ASCII Media Works, Hakuhodo DY Music & Pictures"
1838,Honey x Honey Drops,OVA,2,27,FINISHED,"Drama, Romance",49,3496,"Radix, Soft Garage"
1840,The Familiar of Zero: Knight of the Twin Moons,TV,12,24,FINISHED,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance",70,82612,"J.C.STAFF, Genco, Media Factory, Shouchiku, Happinet Pictures"
1860,Tokyo Majin,TV,14,24,FINISHED,"Action, Drama, Fantasy, Horror",65,17704,"AIC Spirits, BeSTACK, ADV Films, Funimation, Trinity Sound"
1868,Giniro no Olynsis: TOKITO,TV,12,23,FINISHED,"Adventure, Drama, Mecha, Romance",55,1827,Toei Animation
2002,Heroic Age,TV,26,23,FINISHED,"Action, Mecha, Sci-Fi",71,19442,"Xebec, Starchild Records, Funimation"
2031,Shining Tears X Wind,TV,13,24,FINISHED,"Action, Adventure, Fantasy",59,5100,"Studio DEEN, Sega Games"
2034,Lovely Complex,TV,24,24,FINISHED,"Comedy, Romance, Slice of Life",78,120300,"Toei Animation, TBS, Discotek, Sony Music Entertainment"
2129,True Tears,TV,13,24,FINISHED,"Drama, Romance",68,39781,"Bandai Visual, Lantis, P.A.WORKS"
2472,Naruto Shippuden the Movie,MOVIE,1,94,FINISHED,"Action, Adventure, Comedy, Fantasy",69,54685,"Studio Pierrot, TV Tokyo, Aniplex, Dentsu, Viz Media, Bandai"
2683,Tokyo Majin Season 2,TV,12,24,FINISHED,"Action, Drama, Fantasy, Horror, Mystery",67,6520,"AIC Spirits, ADV Films, Funimation"
2787,Shakugan no Shana: Season II ,TV,24,24,FINISHED,"Action, Comedy, Drama, Fantasy, Romance",72,48767,"J.C.STAFF, NBCUniversal Entertainment Japan, Funimation, ASCII Media Works"
2889,Bleach the Movie: The DiamondDust Rebellion,MOVIE,1,92,FINISHED,"Action, Adventure, Drama, Supernatural",69,38721,"Studio Pierrot, Viz Media"
2927,Kimikiss,TV,24,24,FINISHED,"Drama, Romance",69,14331,"J.C.STAFF, Bandai Visual, Lantis, Sentai Filmworks, Trilogy Future Studio, Hakuhodo DY Music & Pictures, Enterbrain"
3166,Ayakashi,TV,12,24,FINISHED,"Action, Fantasy, Horror, Sci-Fi",57,4268,"Tokyo Kids, AT-X, Media Factory, Enoki Films, Discotek"
3298,Hatenkou Yugi,TV,10,24,FINISHED,"Adventure, Comedy, Drama, Fantasy, Romance",64,4975,"Studio DEEN, Frontier Works"
3467,Haruka Nogizaka's Secret,TV,12,25,FINISHED,"Comedy, Ecchi, Romance",68,22732,"NBCUniversal Entertainment Japan, diomedéa, ASCII Media Works, Studio Mausu"
3470,S.A: Special A,TV,24,24,FINISHED,"Comedy, Drama, Romance, Slice of Life",71,57880,"GONZO, AIC, Sentai Filmworks, Hakuhodo DY Music & Pictures"
3549,Allison & Lillia,TV,26,24,FINISHED,"Action, Adventure",69,8176,"MADHOUSE, Sentai Filmworks"
3653,Linebarrels of Iron,TV,24,23,FINISHED,"Action, Mecha, Sci-Fi",63,7386,"GONZO, Funimation"
3731,ItaKiss,TV,25,24,FINISHED,"Comedy, Romance",69,40076,"Bandai Visual, TMS Entertainment, Trinity Sound, Discotek"
3958,Kannagi: Crazy Shrine Maidens,TV,13,23,FINISHED,"Comedy, Supernatural",69,35355,"Aniplex, A-1 Pictures, Bandai Entertainment, Ordet, Sony Music Entertainment"
4177,Xam'd: Lost Memories,ONA,26,24,FINISHED,"Action, Sci-Fi",73,29493,"bones, Aniplex, Half H.P Studio, Sentai Filmworks"
4186,Chrome Shelled Regios,TV,24,24,FINISHED,"Action, Adventure, Fantasy, Sci-Fi",68,33760,"Funimation, ZEXCS, AMG MUSIC"
4246,"Eureka Seven: Good Night, Sleep Tight, Young Lovers",MOVIE,1,115,FINISHED,"Adventure, Mecha, Romance, Sci-Fi",67,8675,"bones, Bandai Entertainment, Kinema Citrus"
4477,Nodame Cantabile: Paris-hen,TV,11,23,FINISHED,"Comedy, Music, Romance, Slice of Life",78,20340,"J.C.STAFF, Asmik Ace, Sony Music Entertainment, Trilogy Future Studio"
4722,Skip Beat!,TV,25,24,FINISHED,"Comedy, Drama, Romance",77,42303,"Hal Film Maker, TV Tokyo Music"
4884,Tales of the Abyss,TV,26,24,FINISHED,"Adventure, Drama, Fantasy",69,19878,"Sunrise, Bandai Visual, Animax, Bandai Entertainment"
5507,Valkyria Chronicles,TV,26,24,FINISHED,"Action, Romance",75,22505,"Aniplex, A-1 Pictures, Sega Games, Sakura Create"
5940,The Sacred Blacksmith,TV,12,24,FINISHED,"Action, Adventure, Fantasy",62,33698,"Manglobe, Funimation, Earth Star Entertainment, Media Factory, AT-X"
6045,Kimi ni Todoke: From Me to You,TV,25,23,FINISHED,"Comedy, Drama, Romance, Slice of Life",79,225499,"Production I.G, NIS America Inc., Nippon Television Network, VAP, Shueisha"
6956,Wagnaria!!,TV,13,24,FINISHED,"Comedy, Slice of Life",74,88237,"Aniplex, A-1 Pictures, Rakuonsha, YTV"
7769,Okami-san and Her Seven Companions,TV,12,24,FINISHED,"Comedy, Romance",68,49830,"J.C.STAFF, Genco, Marvelous Entertainment, Funimation, Media Factory, AT-X, Magic Capsule, flying DOG, Manga Entertainment"
8129,Princess Jellyfish,TV,11,22,FINISHED,"Comedy, Romance, Slice of Life",78,59443,"Funimation, Brain's Base, Asmik Ace, Sony Music Entertainment, Sakura Create, Fujipacific Music"
8425,Gosick,TV,24,24,FINISHED,"Drama, Mystery, Romance",77,114355,"bones, TV Tokyo, Kadokawa Shoten, Bandai Entertainment, KLOCKWORX, Memory-Tech, NTT Docomo"
10029,From Up on Poppy Hill,MOVIE,1,95,FINISHED,"Drama, Romance, Slice of Life",75,59265,"Studio Ghibli, GKIDS"
10372,Kamisama Dolls,TV,13,24,FINISHED,"Action, Supernatural",66,13734,"TV Tokyo, Media Factory, Brain's Base, AT-X, Sentai Filmworks, flying DOG, Sony Music Communications, Shogakukan"
20021,Sword Art Online EXTRA EDITION,SPECIAL,1,101,FINISHED,"Action, Adventure, Fantasy, Romance",61,74166,"A-1 Pictures, Aniplex, Genco, DAX Production, Aniplex of America, ASCII Media Works"
60,Chrono Crusade,TV,24,23,FINISHED,"Action, Romance, Supernatural",71,31812,"GONZO, Funimation, Lantis, Kadokawa Shoten"
104,"Ceres, Celestial Legend",TV,24,21,FINISHED,"Adventure, Comedy, Drama, Horror, Romance",65,8674,"Studio Pierrot, Bandai Visual, Discotek"
157,Negima!,TV,26,23,FINISHED,"Comedy, Ecchi, Fantasy, Romance",65,26091,"Xebec, Starchild Records, Sentai Filmworks"
159,Melody of Oblivion,TV,24,23,FINISHED,"Action, Adventure, Fantasy, Horror, Mecha, Sci-Fi",59,3955,"Gainax, J.C.STAFF, Kadokawa Shoten, KENMedia"
325,Peach Girl: Super Pop Love Hurricane,TV,25,24,FINISHED,"Drama, Romance, Slice of Life",65,20029,"TV Tokyo, Nomad, Marvelous Entertainment, Funimation, Studio Comet"
358,"Iriya no Sora, UFO no Natsu",OVA,6,25,FINISHED,"Drama, Romance, Sci-Fi",64,5613,"Toei Animation, Happinet Pictures"
435,Magic Knight Rayearth,TV,20,24,FINISHED,"Action, Adventure, Comedy, Drama, Fantasy, Mahou Shoujo, Mecha",71,19212,"Tokyo Movie Shinsha, Discotek, Yomiuri TV, Dentsu"
744,Trouble Chocolate,TV,20,25,FINISHED,"Comedy, Romance, Sci-Fi",62,1623,"Robot, AIC, TV Asahi"
1454,Kemonozume,TV,13,24,FINISHED,"Action, Horror, Romance, Supernatural",70,20318,MADHOUSE
10490,Blood-C,TV,12,23,FINISHED,"Action, Horror, Mystery, Supernatural",62,92615,"Production I.G, Aniplex, Funimation, Mainichi Broadcasting System, Dwango"
113,Stellvia of the Universe,TV,26,23,FINISHED,"Action, Mecha, Romance, Sci-Fi",70,6220,"Xebec, TV Tokyo Music"
167,Scrapped Princess,TV,24,23,FINISHED,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi",71,18294,"bones, Lantis, Funimation"
175,Tokyo Underground,TV,26,25,FINISHED,"Action, Adventure, Romance, Sci-Fi",62,5410,"Studio Pierrot, TV Tokyo Music, Discotek, Dentsu"
210,Ranma ½,TV,18,24,FINISHED,"Action, Comedy, Ecchi, Romance, Slice of Life",75,51341,"Studio DEEN, Shogakukan-Shueisha Productions, Kitty Film, Viz Media, Fuji TV, Selecta Visión"
959,Legend of Condor Hero,TV,26,24,FINISHED,"Adventure, Drama, Romance",65,1852,Nippon Animation
1189,Eden's Bowy,TV,26,24,FINISHED,"Adventure, Romance",63,1455,"Bandai Visual, Studio DEEN, TV Tokyo Music"
1251,Nadia: The Secret of Blue Water,TV,39,25,FINISHED,"Adventure, Comedy, Romance, Sci-Fi",73,23741,"Gainax, NHK, Sogo Vision, Sei Young Animation, Sentai Filmworks, Animatsu Entertainment, KORAD, Group TAC"
156,X (TV),TV,24,24,FINISHED,"Action, Drama, Fantasy, Romance",69,15645,"MADHOUSE, Bandai Visual, Kadokawa Shoten, Character and Anime Dot Com, d-rights"
384,Gantz,TV,13,23,FINISHED,"Action, Drama, Ecchi, Horror, Psychological, Sci-Fi, Supernatural",64,57942,"GONZO, Funimation"
782,Gasaraki,TV,25,25,FINISHED,"Drama, Mecha, Psychological, Supernatural",66,8036,"Sunrise, ADV Films, Yomiko Advertising, The Right Stuf International"
960,Legend of the Condor Hero II,TV,26,20,FINISHED,"Adventure, Drama, Romance",62,727,"Jade Animation, Nippon Animation"
1818,Claymore,TV,26,23,FINISHED,"Action, Adventure, Fantasy, Horror",74,110603,"MADHOUSE, VAP, Funimation, Avex Entertainment, Nippon Television Network"
3167,Time of Eve,ONA,6,19,FINISHED,"Sci-Fi, Slice of Life",77,37786,"Studio Rikka, Directions, Code, Trick Block"
3712,"The Familiar of Zero: ""Rondo"" of Princesses",TV,12,24,FINISHED,"Action, Adventure, Comedy, Ecchi, Fantasy, Romance",69,72704,"J.C.STAFF, Sentai Filmworks"
4182,Darker than Black: Beneath Cherry Blossoms in Full Bloom,SPECIAL,1,23,FINISHED,"Comedy, Sci-Fi",72,28957,"bones, Aniplex, Square Enix, Funimation"
4334,HEROMAN,TV,26,24,FINISHED,"Action, Mecha, Sci-Fi",63,8910,"bones, TV Tokyo, Dentsu"
4901,Black Lagoon: Roberta's Blood Trail,OVA,5,33,FINISHED,"Action, Adventure, Drama, Thriller",78,61630,"MADHOUSE, Funimation, Selecta Visión, NBCUniversal Entertainment Japan"
5341,Spice and Wolf II,TV,12,24,FINISHED,"Adventure, Fantasy, Romance, Slice of Life",81,92491,"Imagin, Funimation, Brain's Base, flying DOG, Marvy Jack"
5690,Nodame Cantabile Finale,TV,11,22,FINISHED,"Comedy, Music, Romance",80,20644,"J.C.STAFF, Sony Music Entertainment, Trilogy Future Studio"
6772,Broken Blade,MOVIE,1,51,FINISHED,"Action, Fantasy, Mecha",72,15565,"Production I.G, Bandai Visual, Xebec, Lantis, Sentai Filmworks, KLOCKWORX"
8768,Hiyokoi,SPECIAL,1,22,FINISHED,Romance,68,15379,Production I.G
10793,Guilty Crown,TV,22,24,FINISHED,"Action, Drama, Mecha, Psychological, Romance, Sci-Fi",69,225135,"Production I.G, Aniplex, Funimation, Movic, Fuji TV, Fujipacific Music"
20594,Sword Art Online II,TV,24,24,FINISHED,"Action, Adventure, Fantasy, Sci-Fi",65,419400,"Aniplex, A-1 Pictures, Genco, DAX Production, Aniplex of America, ASCII Media Works"
20519,Tamako -love story-,MOVIE,1,78,FINISHED,"Romance, Slice of Life",78,111081,Kyoto Animation
20599,The World is Still Beautiful,TV,12,22,FINISHED,"Adventure, Fantasy, Romance",72,65255,Studio Pierrot
99263,The Rising of the Shield Hero,TV,25,24,FINISHED,"Action, Adventure, Fantasy",76,419367,"Kinema Citrus, Crunchyroll, Glovision, Nippon Columbia, Kadokawa Media House, Good Smile Company, Frontier Works, Sammy, KADOKAWA, AT-X, NTT Plala"
105893,My Hero Academia the Movie: Two Heroes Specials,OVA,2,5,FINISHED,"Action, Drama",71,40074,"bones, Techno Sound"
102401,Outlaw Star Specials,SPECIAL,2,25,FINISHED,"Action, Adventure, Comedy, Ecchi, Sci-Fi",68,2906,Sunrise
101928,Kenichi: The Mightiest Disciple OVA Specials,SPECIAL,4,3,FINISHED,"Action, Comedy",68,3241,Brain's Base
102976,KONOSUBA -God's blessing on this wonderful world!- Legend of Crimson,MOVIE,1,90,FINISHED,"Action, Adventure, Comedy, Ecchi, Fantasy, Supernatural",82,221996,"J.C.STAFF, Kadokawa Media House, Madman Entertainment, Crunchyroll, 81 Produce, Sammy, KADOKAWA, Sony Music Solutions, Nippon Columbia, MAGES., Toranoana"
3266,Ai Yori Aoshi: Enishi - Miyuki,SPECIAL,1,16,FINISHED,"Comedy, Drama, Romance",63,2715,J.C.STAFF
120120,Tokyo Revengers,TV,24,24,FINISHED,"Action, Drama, Romance, Supernatural",76,411827,"LIDENFILMS, Kodansha, Pony Canyon, Ultra Super Pictures"
101002,Crossing Time,TV_SHORT,12,4,FINISHED,"Comedy, Slice of Life",60,14203,EKACHI EPILKA
101165,GOBLIN SLAYER,TV,12,24,FINISHED,"Action, Adventure, Fantasy",71,278150,"WHITE FOX, Good Smile Film, SB Creative, Hakuhodo DY Music & Pictures, Sony Pictures Entertainment, AT-X, Bushiroad, Magic Capsule, Frontier Works"
101280,That Time I Got Reincarnated as a Slime,TV,24,24,FINISHED,"Action, Adventure, Comedy, Fantasy",80,408156,"8-bit, Funimation, Lantis, Bandai Namco Pictures"
24,School Rumble,TV,26,23,FINISHED,"Comedy, Romance, Slice of Life",76,56018,"TV Tokyo, Sotsu, Marvelous Entertainment, Starchild Records, Funimation, Media Factory, Studio Comet, DAX Production"
43,Ghost in the Shell,MOVIE,1,83,FINISHED,"Action, Psychological, Sci-Fi",80,159663,"Production I.G, Bandai Visual, Kodansha, Manga Entertainment"
59,Chobits,TV,26,24,FINISHED,"Comedy, Drama, Ecchi, Romance, Sci-Fi",71,84740,"MADHOUSE, NBCUniversal Entertainment Japan, Funimation, TBS, Pioneer LDC"
